,issue_no,created_at,closed_at,assignees_no,labels,closes_no,author_association,comments_no,title,url
132,1083,2021-11-28 11:30:52+00:00,2021-11-29 12:05:42+00:00,0,[],0,MEMBER,2.0,Update Readme,https://api.github.com/repos/cosmos/gaia/issues/1083
133,1082,2021-11-26 03:33:05+00:00,2021-11-26 11:35:13+00:00,0,['good first issue'],0,NONE,3.0,Upgrade to v6.0.0 error,https://api.github.com/repos/cosmos/gaia/issues/1082
134,1081,2021-11-25 09:02:37+00:00,2021-12-15 20:29:48+00:00,2,['more-info-needed'],0,NONE,13.0,Upgrade to Gaia V6.0.0 startup error,https://api.github.com/repos/cosmos/gaia/issues/1081
135,1080,2021-11-24 10:55:04+00:00,2021-11-29 08:58:41+00:00,0,[],0,MEMBER,0.0,Update upgrade-node.md,https://api.github.com/repos/cosmos/gaia/issues/1080
136,1079,2021-11-24 09:16:35+00:00,2021-11-24 10:15:09+00:00,0,[],0,MEMBER,1.0,Rc0/v6.0.0,https://api.github.com/repos/cosmos/gaia/issues/1079
137,1078,2021-11-24 08:54:25+00:00,2021-11-24 09:12:53+00:00,0,[],0,MEMBER,2.0,gaia: add NewSetUpContextDecorator to antedecorator,https://api.github.com/repos/cosmos/gaia/issues/1078
138,1077,2021-11-23 10:52:51+00:00,2021-11-24 08:33:55+00:00,0,[],0,MEMBER,1.0,Vega 6.0.0,https://api.github.com/repos/cosmos/gaia/issues/1077
139,1076,2021-11-22 17:23:33+00:00,2021-11-22 17:23:59+00:00,0,[],0,MEMBER,0.0,Update cosmos-hub-roadmap-2.0.md,https://api.github.com/repos/cosmos/gaia/issues/1076
140,1075,2021-11-22 02:42:21+00:00,2021-11-29 11:55:15+00:00,0,[],0,CONTRIBUTOR,1.0,Add IOBScan to Cosmos Hub Explorers list,https://api.github.com/repos/cosmos/gaia/issues/1075
141,1074,2021-11-21 14:34:30+00:00,2021-11-29 12:13:04+00:00,0,[],0,NONE,1.0,cmd/gaiad/cmd/testnet.go:387:15: badCall: suspicious Join on 1 argument (gocritic),https://api.github.com/repos/cosmos/gaia/issues/1074
142,1073,2021-11-18 23:41:57+00:00,2021-12-14 09:59:17+00:00,2,['move-to-sdk'],0,NONE,3.0,"Output of 'status' command returned on stderr, not stdout",https://api.github.com/repos/cosmos/gaia/issues/1073
143,1072,2021-11-18 23:32:49+00:00,2021-12-22 10:22:50+00:00,0,[],0,NONE,1.0,Docker container doesn't show the version,https://api.github.com/repos/cosmos/gaia/issues/1072
144,1071,2021-11-18 22:15:27+00:00,2021-11-18 23:30:29+00:00,0,[],0,MEMBER,0.0,Update interchain-security.md,https://api.github.com/repos/cosmos/gaia/issues/1071
145,1070,2021-11-18 14:52:35+00:00,2021-11-24 16:35:52+00:00,0,[],0,NONE,0.0,Gas metering is not enabled in Ante Handler,https://api.github.com/repos/cosmos/gaia/issues/1070
146,1069,2021-11-16 17:54:37+00:00,2021-11-16 17:54:56+00:00,0,[],0,MEMBER,0.0,Update README.md,https://api.github.com/repos/cosmos/gaia/issues/1069
147,1068,2021-11-16 17:22:21+00:00,2021-11-16 17:22:33+00:00,0,[],0,MEMBER,0.0,Update cosmos-hub-roadmap-2.0.md,https://api.github.com/repos/cosmos/gaia/issues/1068
148,1066,2021-11-16 14:00:23+00:00,2021-11-16 14:00:30+00:00,0,[],0,MEMBER,0.0,Update cosmos-hub-roadmap-2.0.md,https://api.github.com/repos/cosmos/gaia/issues/1066
149,1065,2021-11-16 13:57:12+00:00,2021-11-16 13:59:15+00:00,0,[],0,MEMBER,0.0,Update cosmos-hub-roadmap-2.0.md,https://api.github.com/repos/cosmos/gaia/issues/1065
150,1064,2021-11-16 11:58:19+00:00,2021-12-13 21:20:20+00:00,0,['T:bug'],0,CONTRIBUTOR,2.0,Versioning Issues,https://api.github.com/repos/cosmos/gaia/issues/1064
151,1063,2021-11-12 18:44:45+00:00,2021-11-16 17:25:27+00:00,0,[],0,MEMBER,0.0,Update README.md image,https://api.github.com/repos/cosmos/gaia/issues/1063
152,1062,2021-11-12 12:52:31+00:00,2021-11-16 17:26:06+00:00,0,[],0,MEMBER,0.0,docs: Hide top banner,https://api.github.com/repos/cosmos/gaia/issues/1062
153,1061,2021-11-11 14:35:06+00:00,2021-11-11 14:39:56+00:00,0,[],0,MEMBER,0.0,Add changelog for backport release v5.0.8,https://api.github.com/repos/cosmos/gaia/issues/1061
154,1060,2021-11-11 14:00:14+00:00,2021-11-11 14:15:42+00:00,0,[],0,MEMBER,0.0,update changelog for v6.0.0-rc3 release,https://api.github.com/repos/cosmos/gaia/issues/1060
155,1059,2021-11-11 12:57:44+00:00,2021-11-11 13:43:20+00:00,0,[],0,MEMBER,1.0,bump liquidity to v1.4.2 based sdk v0.44.3,https://api.github.com/repos/cosmos/gaia/issues/1059
156,1058,2021-11-11 12:06:38+00:00,2021-11-11 12:17:42+00:00,0,[],0,MEMBER,1.0,bump liquidity module,https://api.github.com/repos/cosmos/gaia/issues/1058
157,1057,2021-11-11 09:42:15+00:00,2021-11-11 11:03:52+00:00,0,[],0,MEMBER,2.0,vega-rc3,https://api.github.com/repos/cosmos/gaia/issues/1057
158,1056,2021-11-09 13:35:50+00:00,2021-11-19 02:16:19+00:00,1,['good first issue'],0,NONE,3.0,Support A-Gaia-B crosschain?,https://api.github.com/repos/cosmos/gaia/issues/1056
159,1055,2021-11-08 14:11:59+00:00,2022-02-01 02:30:28+00:00,0,['docs'],0,MEMBER,3.0,Review hub docs and update info architecture,https://api.github.com/repos/cosmos/gaia/issues/1055
160,1053,2021-11-05 10:43:30+00:00,2021-11-05 13:08:48+00:00,0,[],0,MEMBER,0.0,release v6.0.0-rc2,https://api.github.com/repos/cosmos/gaia/issues/1053
161,1052,2021-11-03 15:55:00+00:00,2021-11-16 17:39:10+00:00,0,[],0,MEMBER,0.0, merge release/v5.0.8 to release/v5.0.x,https://api.github.com/repos/cosmos/gaia/issues/1052
162,1051,2021-11-03 14:50:20+00:00,2021-11-15 16:21:39+00:00,0,['docs'],0,MEMBER,0.0,Re-enable parameter index in gov docs,https://api.github.com/repos/cosmos/gaia/issues/1051
163,1050,2021-11-03 14:16:00+00:00,2021-12-03 16:43:39+00:00,0,"['WIP', 'governance']",0,MEMBER,2.0,Create Governance proposal template,https://api.github.com/repos/cosmos/gaia/issues/1050
164,1049,2021-10-29 16:49:28+00:00,2021-11-15 16:04:21+00:00,0,['docs'],0,MEMBER,0.0,Update DOCS_README with switch to GH Actions,https://api.github.com/repos/cosmos/gaia/issues/1049
165,1047,2021-10-27 17:08:48+00:00,2021-11-24 20:21:14+00:00,0,['good first issue'],0,NONE,11.0,Panic on node start using exported state file,https://api.github.com/repos/cosmos/gaia/issues/1047
166,1046,2021-10-27 09:50:53+00:00,2021-11-16 17:37:38+00:00,0,[],0,CONTRIBUTOR,1.0,Update Readme.md,https://api.github.com/repos/cosmos/gaia/issues/1046
167,1045,2021-10-26 07:43:23+00:00,2021-10-26 18:11:34+00:00,0,[],0,CONTRIBUTOR,1.0,Fix typo,https://api.github.com/repos/cosmos/gaia/issues/1045
168,1044,2021-10-23 21:11:44+00:00,2021-10-23 21:55:25+00:00,0,[],0,CONTRIBUTOR,1.0,Tendermint 0.34.14,https://api.github.com/repos/cosmos/gaia/issues/1044
169,1043,2021-10-23 18:36:22+00:00,2021-11-12 14:39:15+00:00,0,['codefest'],0,CONTRIBUTOR,2.0,Change golangci-lint version to the latest v1.42.1,https://api.github.com/repos/cosmos/gaia/issues/1043
170,1034,2021-10-22 19:54:04+00:00,2021-11-16 17:30:37+00:00,0,[],0,CONTRIBUTOR,4.0,0.44.3,https://api.github.com/repos/cosmos/gaia/issues/1034
171,1033,2021-10-22 10:14:30+00:00,2021-12-27 00:49:12+00:00,2,['stale'],0,MEMBER,0.0,product reserarch binary names,https://api.github.com/repos/cosmos/gaia/issues/1033
172,1032,2021-10-22 09:47:28+00:00,2021-11-12 13:14:12+00:00,0,[],0,MEMBER,3.0,spike: what happens when you rename the repo from gaia to something else,https://api.github.com/repos/cosmos/gaia/issues/1032
173,1031,2021-10-22 09:38:39+00:00,2021-11-16 17:24:29+00:00,0,[],0,MEMBER,0.0,Update CODEOWNERS,https://api.github.com/repos/cosmos/gaia/issues/1031
174,1030,2021-10-22 09:31:52+00:00,2021-11-08 14:00:02+00:00,0,[],0,MEMBER,0.0,Update README.md,https://api.github.com/repos/cosmos/gaia/issues/1030
175,1029,2021-10-22 09:15:36+00:00,2021-11-12 14:35:09+00:00,0,['build'],0,MEMBER,0.0,Github Actions with lint keep failing,https://api.github.com/repos/cosmos/gaia/issues/1029
176,1028,2021-10-21 18:01:59+00:00,2021-11-04 17:42:59+00:00,0,"['dependencies', 'go']",0,CONTRIBUTOR,2.0,Bump github.com/cosmos/cosmos-sdk from 0.44.0 to 0.44.2,https://api.github.com/repos/cosmos/gaia/issues/1028
177,1027,2021-10-16 16:50:52+00:00,2021-11-17 23:04:12+00:00,0,[],0,CONTRIBUTOR,1.0,Create statesync.bash,https://api.github.com/repos/cosmos/gaia/issues/1027
178,1026,2021-10-16 16:48:44+00:00,2021-11-29 12:07:16+00:00,0,[],0,CONTRIBUTOR,1.0,Update Dockerfile.test,https://api.github.com/repos/cosmos/gaia/issues/1026
179,1025,2021-10-15 07:08:42+00:00,2021-11-16 17:28:24+00:00,0,[],0,NONE,4.0,fix: add missing setup context decorator,https://api.github.com/repos/cosmos/gaia/issues/1025
180,1024,2021-10-14 20:23:43+00:00,2021-12-10 22:59:49+00:00,0,[],0,CONTRIBUTOR,7.0,Faddat/release/v5.0.9,https://api.github.com/repos/cosmos/gaia/issues/1024
181,1023,2021-10-14 16:32:53+00:00,2021-10-14 17:07:19+00:00,0,[],0,MEMBER,0.0,merge Rcn/v5.0.8 to release/v5.0.8,https://api.github.com/repos/cosmos/gaia/issues/1023
182,1022,2021-10-14 16:00:38+00:00,2021-10-14 16:24:04+00:00,0,[],0,MEMBER,1.0,merge Rcn/v5.0.8 to release/v5.0.8,https://api.github.com/repos/cosmos/gaia/issues/1022
183,1021,2021-10-13 09:38:21+00:00,2021-11-15 15:29:31+00:00,0,[],0,MEMBER,5.0,Ibc v2 test,https://api.github.com/repos/cosmos/gaia/issues/1021
184,1020,2021-10-12 18:10:43+00:00,2021-11-12 18:20:38+00:00,0,['codefest'],0,MEMBER,4.0,request: add codefest label and label issues for October Codefest ,https://api.github.com/repos/cosmos/gaia/issues/1020
185,1019,2021-10-12 15:04:49+00:00,2021-10-12 15:05:00+00:00,0,[],0,MEMBER,0.0,Upgrade to v0.44.2-based Agoric-gaiad cosmos-sdk,https://api.github.com/repos/cosmos/gaia/issues/1019
186,1018,2021-10-11 18:26:52+00:00,2021-12-11 20:32:41+00:00,0,[],0,CONTRIBUTOR,5.0,Note to Validators,https://api.github.com/repos/cosmos/gaia/issues/1018
187,1017,2021-10-11 12:44:25+00:00,2021-11-11 16:49:07+00:00,0,[],0,NONE,5.0,quicksync cannot start,https://api.github.com/repos/cosmos/gaia/issues/1017
188,1016,2021-10-11 05:17:14+00:00,2021-10-11 05:17:42+00:00,0,[],0,MEMBER,0.0,fix: rename to `agaiad` to disambiguate Agoric's Gaia,https://api.github.com/repos/cosmos/gaia/issues/1016
189,1015,2021-10-07 07:55:11+00:00,2021-10-13 18:32:23+00:00,0,[],0,MEMBER,2.0,fix: panic on export zero-height because variable-length addresses,https://api.github.com/repos/cosmos/gaia/issues/1015
190,1014,2021-10-07 07:52:04+00:00,2021-10-13 18:32:23+00:00,1,['T:bug'],0,MEMBER,3.0,Panic on export --for-zero-height,https://api.github.com/repos/cosmos/gaia/issues/1014
191,1013,2021-10-06 20:09:32+00:00,2021-10-13 18:49:09+00:00,0,[],0,NONE,1.0,add genutils type import alias,https://api.github.com/repos/cosmos/gaia/issues/1013
192,1012,2021-10-06 09:22:16+00:00,2021-10-06 09:22:33+00:00,0,[],0,NONE,0.0,"Whoops, opened by mistake",https://api.github.com/repos/cosmos/gaia/issues/1012
193,1011,2021-10-05 16:08:38+00:00,2021-10-08 14:13:43+00:00,0,[],0,MEMBER,5.0,Backport/for v5.0.8,https://api.github.com/repos/cosmos/gaia/issues/1011
194,1010,2021-10-05 15:47:18+00:00,2021-10-05 15:47:57+00:00,0,[],0,MEMBER,0.0,Release/v5.0.x,https://api.github.com/repos/cosmos/gaia/issues/1010
195,1009,2021-10-05 13:01:27+00:00,2021-10-05 15:41:32+00:00,0,[],0,MEMBER,0.0,5.0.7 conflict,https://api.github.com/repos/cosmos/gaia/issues/1009
196,1008,2021-10-05 09:07:31+00:00,2022-02-04 18:16:48+00:00,1,['roadmap'],0,MEMBER,3.0,Hub roadmap 2.0: More specificity about IBC,https://api.github.com/repos/cosmos/gaia/issues/1008
197,1007,2021-10-01 14:08:13+00:00,2022-01-31 16:50:43+00:00,1,['docs'],0,MEMBER,1.0,out of date docs,https://api.github.com/repos/cosmos/gaia/issues/1007
198,1006,2021-10-01 11:59:33+00:00,2021-10-05 14:18:46+00:00,0,[],0,MEMBER,1.0,Release/v5.0.7,https://api.github.com/repos/cosmos/gaia/issues/1006
199,1005,2021-09-30 17:42:55+00:00,2021-10-07 20:12:08+00:00,0,[],0,MEMBER,0.0,chore: changelog,https://api.github.com/repos/cosmos/gaia/issues/1005
200,1004,2021-09-30 17:25:25+00:00,2021-09-30 17:42:29+00:00,0,[],0,MEMBER,1.0,Rc0/v5.0.7,https://api.github.com/repos/cosmos/gaia/issues/1004
201,1003,2021-09-30 16:55:42+00:00,2021-10-06 19:05:45+00:00,0,[],0,CONTRIBUTOR,0.0,fix: golangci-lint,https://api.github.com/repos/cosmos/gaia/issues/1003
202,1002,2021-09-30 14:29:06+00:00,2021-09-30 16:36:35+00:00,0,[],0,MEMBER,1.0,gaia: bump SDK,https://api.github.com/repos/cosmos/gaia/issues/1002
203,1001,2021-09-29 20:29:05+00:00,2021-09-30 13:37:02+00:00,0,[],0,MEMBER,2.0,Release/v5.0.6,https://api.github.com/repos/cosmos/gaia/issues/1001
204,1000,2021-09-29 17:21:00+00:00,2021-09-29 17:21:10+00:00,0,[],0,MEMBER,1.0,Governance cleanup,https://api.github.com/repos/cosmos/gaia/issues/1000
205,999,2021-09-29 14:58:24+00:00,2021-10-07 08:00:10+00:00,0,[],0,MEMBER,6.0,Backport/for v5.0.7,https://api.github.com/repos/cosmos/gaia/issues/999
206,998,2021-09-29 13:53:18+00:00,2021-10-13 14:57:04+00:00,0,[],0,FIRST_TIMER,1.0,Update Makefile,https://api.github.com/repos/cosmos/gaia/issues/998
207,997,2021-09-28 20:37:52+00:00,2021-09-30 18:18:45+00:00,0,[],0,CONTRIBUTOR,1.0,Re-enable test-liveness sim,https://api.github.com/repos/cosmos/gaia/issues/997
208,996,2021-09-28 18:18:01+00:00,2021-09-29 13:10:47+00:00,0,[],0,CONTRIBUTOR,0.0,Golangci-lint version bump,https://api.github.com/repos/cosmos/gaia/issues/996
209,995,2021-09-28 17:31:29+00:00,2021-10-22 15:04:46+00:00,0,[],0,CONTRIBUTOR,4.0,cosmos/governance -> cosmos/gaia,https://api.github.com/repos/cosmos/gaia/issues/995
210,994,2021-09-28 17:27:01+00:00,2021-11-16 12:00:25+00:00,0,['stale'],0,CONTRIBUTOR,6.0,added mainnet repository to Gaia for consolidation & better ease of use,https://api.github.com/repos/cosmos/gaia/issues/994
211,993,2021-09-28 17:19:56+00:00,2021-09-29 13:12:27+00:00,0,[],0,CONTRIBUTOR,1.0,Go 1.17,https://api.github.com/repos/cosmos/gaia/issues/993
212,992,2021-09-28 17:09:41+00:00,2021-09-29 14:18:13+00:00,0,[],0,CONTRIBUTOR,0.0,Networks,https://api.github.com/repos/cosmos/gaia/issues/992
213,991,2021-09-28 15:32:30+00:00,2021-09-29 12:06:38+00:00,0,['WIP'],0,MEMBER,3.0,fix: testnet cli command update genesis supply,https://api.github.com/repos/cosmos/gaia/issues/991
214,990,2021-09-27 17:19:00+00:00,2021-09-27 17:21:32+00:00,0,[],0,FIRST_TIMER,0.0,Delete archives.md,https://api.github.com/repos/cosmos/gaia/issues/990
215,989,2021-09-27 10:18:14+00:00,2021-09-27 19:12:45+00:00,0,[],0,MEMBER,0.0,docs: add router module and tendermint version bump,https://api.github.com/repos/cosmos/gaia/issues/989
216,988,2021-09-26 06:21:43+00:00,2021-10-19 11:02:01+00:00,0,['more-info-needed'],0,NONE,3.0,Gaia Sync Panic,https://api.github.com/repos/cosmos/gaia/issues/988
217,987,2021-09-24 23:49:04+00:00,2021-09-25 03:22:01+00:00,1,[],0,MEMBER,0.0,Update recommended gas fee from 0.025uatom to 0.0025uatom,https://api.github.com/repos/cosmos/gaia/issues/987
218,986,2021-09-24 23:45:29+00:00,2021-09-25 03:22:01+00:00,0,[],0,MEMBER,0.0,Downscale fees on Cosmos Hub,https://api.github.com/repos/cosmos/gaia/issues/986
219,985,2021-09-24 05:15:06+00:00,2021-09-24 13:26:20+00:00,1,['enhancement'],0,NONE,4.0,"print out the path & config-file you are parsing during startup, please :)",https://api.github.com/repos/cosmos/gaia/issues/985
220,984,2021-09-22 08:32:29+00:00,2021-09-22 09:04:50+00:00,0,[],0,MEMBER,0.0,update discord link,https://api.github.com/repos/cosmos/gaia/issues/984
221,983,2021-09-21 23:41:16+00:00,2021-10-13 18:51:23+00:00,0,[],0,MEMBER,3.0,Add router module to Vega upgrade,https://api.github.com/repos/cosmos/gaia/issues/983
222,982,2021-09-21 20:00:58+00:00,2021-09-28 17:04:21+00:00,0,[],0,CONTRIBUTOR,9.0,Add governance and mainnet,https://api.github.com/repos/cosmos/gaia/issues/982
223,981,2021-09-20 21:46:17+00:00,2021-09-21 13:21:46+00:00,0,['dependencies'],0,CONTRIBUTOR,0.0,Bump prismjs from 1.23.0 to 1.25.0 in /docs,https://api.github.com/repos/cosmos/gaia/issues/981
224,980,2021-09-20 16:34:29+00:00,2021-09-20 16:34:39+00:00,0,[],0,MEMBER,0.0,Update cosmos-hub-roadmap-2.0.md,https://api.github.com/repos/cosmos/gaia/issues/980
225,979,2021-09-20 09:37:16+00:00,2021-11-04 17:42:21+00:00,0,['R4R'],0,MEMBER,4.0,gaia v6.0.0-rc2,https://api.github.com/repos/cosmos/gaia/issues/979
226,976,2021-09-18 02:55:28+00:00,2021-09-20 12:18:54+00:00,1,['T:bug'],0,NONE,1.0,v5.0.6 random panic: `fatal error: concurrent map read and map write`,https://api.github.com/repos/cosmos/gaia/issues/976
227,975,2021-09-17 12:59:09+00:00,2021-10-13 18:52:11+00:00,0,[],0,MEMBER,1.0,chore: remove legacy migration code,https://api.github.com/repos/cosmos/gaia/issues/975
228,974,2021-09-17 08:30:43+00:00,2021-09-23 20:15:16+00:00,0,[],0,MEMBER,1.0,Add docs on using Cosmovisor,https://api.github.com/repos/cosmos/gaia/issues/974
229,973,2021-09-17 07:49:32+00:00,2021-09-17 07:51:21+00:00,0,[],0,MEMBER,0.0,chore: update changelog,https://api.github.com/repos/cosmos/gaia/issues/973
230,972,2021-09-17 00:19:11+00:00,2021-12-14 09:39:14+00:00,0,['T:bug'],0,CONTRIBUTOR,8.0,"Gaia, Under Load, crashes with a p2p error with Tendermint 0.34.13",https://api.github.com/repos/cosmos/gaia/issues/972
231,971,2021-09-16 09:55:55+00:00,2021-09-16 09:56:29+00:00,0,[],0,MEMBER,0.0,chore: update changelog,https://api.github.com/repos/cosmos/gaia/issues/971
232,970,2021-09-16 09:43:44+00:00,2021-09-16 09:51:50+00:00,0,[],0,MEMBER,1.0,Rc0/v5.0.6,https://api.github.com/repos/cosmos/gaia/issues/970
233,969,2021-09-15 15:40:01+00:00,2021-11-04 17:42:20+00:00,1,['code-hygiene'],0,MEMBER,1.0,Remove Legacy Migration Code,https://api.github.com/repos/cosmos/gaia/issues/969
234,968,2021-09-14 19:46:40+00:00,2022-01-31 16:53:26+00:00,0,"['enhancement', 'build']",0,CONTRIBUTOR,4.0,"Need more seed nodes, run by more validators",https://api.github.com/repos/cosmos/gaia/issues/968
235,967,2021-09-14 17:57:16+00:00,2021-09-14 19:02:40+00:00,0,[],0,MEMBER,1.0,add extra decorator without redefine newAnteHandler,https://api.github.com/repos/cosmos/gaia/issues/967
236,965,2021-09-13 04:08:39+00:00,2021-12-13 21:22:31+00:00,0,['good first issue'],0,NONE,1.0,Gaiad sync issue,https://api.github.com/repos/cosmos/gaia/issues/965
237,964,2021-09-10 14:36:00+00:00,2021-09-16 09:34:36+00:00,0,[],0,MEMBER,2.0,chore: update tendermint,https://api.github.com/repos/cosmos/gaia/issues/964
238,963,2021-09-08 15:16:59+00:00,2021-09-09 15:00:59+00:00,0,['docs'],0,CONTRIBUTOR,1.0,Update join-mainnet.md,https://api.github.com/repos/cosmos/gaia/issues/963
239,962,2021-09-02 14:48:29+00:00,2021-09-28 17:16:09+00:00,0,[],0,CONTRIBUTOR,1.0,Use go 1.17 to get clearer information about imported modules,https://api.github.com/repos/cosmos/gaia/issues/962
240,961,2021-08-31 10:10:34+00:00,2021-12-27 00:49:15+00:00,0,"['ADR', 'stale']",0,MEMBER,2.0,Interchain security light paper does not address baby chain inflation.,https://api.github.com/repos/cosmos/gaia/issues/961
241,960,2021-08-30 11:35:54+00:00,2021-11-28 12:31:11+00:00,0,[],0,CONTRIBUTOR,4.0,Add seed nodes to init.go for greater ease of use,https://api.github.com/repos/cosmos/gaia/issues/960
242,958,2021-08-28 02:10:49+00:00,2021-08-28 03:41:11+00:00,0,['docs'],0,NONE,11.0,send atom using cli,https://api.github.com/repos/cosmos/gaia/issues/958
243,957,2021-08-27 15:04:47+00:00,2021-08-27 15:05:00+00:00,0,[],0,MEMBER,0.0,chore: update changelog,https://api.github.com/repos/cosmos/gaia/issues/957
244,956,2021-08-27 11:14:46+00:00,2021-09-14 11:57:30+00:00,0,[],0,MEMBER,5.0,Bump liquidity module v1.4.0 based sdk v0.44.0,https://api.github.com/repos/cosmos/gaia/issues/956
245,955,2021-08-26 19:58:39+00:00,2021-08-27 15:01:30+00:00,0,[],0,MEMBER,1.0,Rc0/v5.0.6,https://api.github.com/repos/cosmos/gaia/issues/955
246,954,2021-08-25 21:05:08+00:00,2021-08-25 21:50:52+00:00,0,[],0,MEMBER,0.0,Update cosmos-hub-roadmap-2.0.md,https://api.github.com/repos/cosmos/gaia/issues/954
247,953,2021-08-25 04:54:23+00:00,2021-09-24 09:17:09+00:00,1,[],0,NONE,1.0,Fee related issue,https://api.github.com/repos/cosmos/gaia/issues/953
248,952,2021-08-24 13:53:38+00:00,2021-10-11 00:47:17+00:00,0,['stale'],0,CONTRIBUTOR,2.0,automatic test of state sync,https://api.github.com/repos/cosmos/gaia/issues/952
249,951,2021-08-24 13:30:47+00:00,2021-09-28 00:46:02+00:00,0,['stale'],0,CONTRIBUTOR,1.0,IPFS CID,https://api.github.com/repos/cosmos/gaia/issues/951
250,950,2021-08-24 10:41:33+00:00,2021-08-24 10:42:22+00:00,0,[],0,MEMBER,0.0,Update join-mainnet.md,https://api.github.com/repos/cosmos/gaia/issues/950
251,949,2021-08-24 10:01:39+00:00,2021-08-26 17:38:40+00:00,0,[],0,CONTRIBUTOR,2.0,tendermint 0.34.12,https://api.github.com/repos/cosmos/gaia/issues/949
252,948,2021-08-24 08:38:04+00:00,2021-08-24 08:48:24+00:00,0,[],0,MEMBER,1.0,Update cosmos-hub-roadmap-2.0.md,https://api.github.com/repos/cosmos/gaia/issues/948
253,947,2021-08-24 04:16:59+00:00,2021-09-24 08:27:11+00:00,0,[],0,CONTRIBUTOR,1.0,Clarify the binary can be updated without rebuilding the image.,https://api.github.com/repos/cosmos/gaia/issues/947
254,946,2021-08-19 12:42:49+00:00,2021-08-19 12:43:02+00:00,0,[],0,MEMBER,0.0,Update config.js,https://api.github.com/repos/cosmos/gaia/issues/946
255,945,2021-08-19 12:32:10+00:00,2021-08-19 12:32:34+00:00,0,[],0,MEMBER,1.0,Update gaiad.md,https://api.github.com/repos/cosmos/gaia/issues/945
256,944,2021-08-19 11:43:47+00:00,2021-08-19 12:55:35+00:00,1,[],0,MEMBER,0.0,gaiad docs are out of date for tx send,https://api.github.com/repos/cosmos/gaia/issues/944
257,942,2021-08-16 15:20:04+00:00,2021-09-17 07:19:07+00:00,0,[],0,MEMBER,4.0,Bump Cosmos SDK and ibc-go,https://api.github.com/repos/cosmos/gaia/issues/942
